"Question","Intent","Answer"
"Does the college organize inter-class sports events?","sports_activities","Yes, sports galas are organized to promote physical fitness and teamwork."
"Are athletic galas held to encourage students?","sports_activities","Yes, sports galas are organized to promote physical fitness and teamwork."
"Does the college arrange team sports activities?","sports_activities","Yes, sports galas are organized to promote physical fitness and teamwork."
"Are outdoor sports programs part of the curriculum?","sports_activities","Yes, sports galas are organized to promote physical fitness and teamwork."
"Does GC Mansehra conduct sports tournaments?","sports_activities","Yes, sports galas are organized to promote physical fitness and teamwork."
"Are physical education events organized regularly?","sports_activities","Yes, sports galas are organized to promote physical fitness and teamwork."
"Do students engage in fitness and team activities?","sports_activities","Yes, sports galas are organized to promote physical fitness and teamwork."
"Does the college arrange educational trips?","student_trips","Yes, hiking, adventure trips, and visits to historical places are arranged."
"Does GC Mansehra encourage social work?","social_responsibility","Yes, students participate in social work activities and awareness walks."
"Are students at GC Mansehra involved in community service?","social_responsibility","Yes, students participate in social work activities and awareness walks."
"Does the college promote volunteer and social work?","social_responsibility","Yes, students participate in social work activities and awareness walks."
"Are social awareness activities conducted by students?","social_responsibility","Yes, students participate in social work activities and awareness walks."
